id,sentence,labels
1497,IC INDUSTRIES lt ICX UNIT TO SELL OFF MORE TRACK Illinois Central Gulf Railroad subsidiary IC Industries Inc complete sale Chicago Missouri Western Railway 631 mile Joliet Ill St Louis April 30 The Chicago Missouri wholly owned subsidiary Venango River Corp transportation holding company It purchase price 81 mln dlrs The Chicago Missouri employ 625 workers start operation closing transaction,"1,"
5974,RYAN FAMILY STEAK HOUSE lt RYAN SETS SPLIT Ryan Family Steak Houses Inc board declared stock split payable May 20 holders record May The company split subject shareholder approval increase authorized shares 100 mln 20 mln April 22 annual meeting,"45, 76,"
1115,KNUTSON MORTGAGE lt KNMC SEES STRONG SECOND QTR Knutson Mortgage Corp expects strong earnings performance initial fiscal quarter earnings March 31 public September 1986 Albert Holderson Knutson chairman expects earnings 40 cts share quarter result strong mortgage business quarter Knutson earlier declared quarterly dividend 10 cts share versus 10 cts share prior payable April 13 shareholders record March 13,"22,"
5840,CCR VIDEO CORP lt CCCR 1ST QTR NOV 30 NET Shr profit cts loss 12 cts Net profit 156 726 loss 776 000 Revs 157 883 890 138,"22,"
6865,WORLD BANK CHIEF PLEDGES SUPPORT TO INDONESIA World Bank president Barber Conable pledged Bank support Indonesia adjust lower oil prices deregulation protected economy Speaking reporters talks President Suharto expected Jakarta liberalise economy deregulate trade policy Indonesia hurt fall oil prices cut crude exports half Third World sixth largest debtor It received 10.7 billion dlrs World Bank 20 Conable World Bank granted Indonesia 300 mln dlr loan month balance payments prepared Jakarta steps adjust lower oil primary commodity prices We prepared support steps consistent development Indonesian economy He Jakarta willingness move collapse oil price saved Indonesia difficulties faced countries Indonesia devalued currency 31 pct dollar September avoid balance payments crisis announced series measures May intended stimulate exports encourage foreign investment revitalise economy However key monopolies steel plastics tariff barriers remain Conable arrived Indonesia Saturday met 14 Indonesian cabinet ministers review country borrowing impact falling oil prices country,"18,"
3175,DUMEZ UNIT HAS 94 PCT OF WESTBURNE WBI Dumez Investments Inc 94.7 pct Westburne International Industries Ltd outstanding common shares deposited takeover bid It received 11 070 000 shares 22.50 dlrs share offer expired yesterday Dumez proceed acquire remaining common shares 100 pct ownership Westburne Dumez private company owned jointly Dumez Unicorp Canada Corp,"1,"
139,CHINA CALLS FOR BETTER TRADE DEAL WITH China called United States remove curbs exports favourable trading status ease restrictions exports technology But Embassy replied Chinese figures 13 trade deficits Out 15 inaccurate Peking persuade Congress change laws limit exports The official International Business newspaper published China demands editorial coincide visit Secretary State George Shultz It extremely Market reduce restrictions Chinese imports provide facilities businessmen expand Chinese exports editorial The Should discard prejudice favourable tariff treatment Chinese admit China Generalised System Preference GSP Despite easing curbs Technology exports control extremely strict influences normal trade countries The paper printed article China commercial counsellor Washington embassy Chen Shibiao kinds difficulties restrictions preventing bilateral trade fulfilling potential He named Protectionist behaviour curbs technology transfer trade legislation,"64,"
6143,HENKEL TO INCREASE STAKE IN CLOROX lt CLX Clorox Co lt Henkel KGaA Dusseldorf West Germany agreed increase holdings Clorox 30 pct current level 23 pct Henkel holds subordinated note convertible 1.7 pct company stock intends acquire additional shares market extended period time Clorox It foreseeable future Henkel intend increase participation Clorox 30 pct level,"88, 25, 1,"
5518,FAIRCHILD INDUSTRIES lt FEN SETS REGULAR PAYOUT Qtrly div cts cts Pay Apirl 10 Record March 30,"22,"
3649,BRITISH AEROSPACE RAISES SYSTEM DESIGNERS STAKE British Aerospace Plc lt BAEL increased stake lt Systems Designers Plc 22.1 pct 25.46 mln ordinary shares purchase 10.45 mln ordinary shares The British Aerospace Pension Fund holds 2.15 mln ordinary shares Systems representing stake 1.9 pct spokesman British Aerospace future intention bid Systems Designers System Designers shares pence 100 prior share stake announcement movement,"1,"
2083,lt POWER CORP OF CANADA 4TH QTR NET Oper shr 30 cts 24 cts Oper net 38 686 000 28 384 000 Revs 42.3 mln 31.2 mln Year Oper shr 1.05 dlrs 94 cts Oper net 136 594 000 110 831 000 Revs 153.3 mln 125.1 mln Note Fourth quarter exclude extraordinary items raised final 1986 net 62 485 000 dlrs 49 cts share lowered final 1985 net 18 941 000 dlrs 16 cts share 1985 Full exclude extraordinary items raised final 1986 net 237 961 000 dlrs 1.87 dlrs share 1985 net 152 049 000 1.29 dlrs share 1985 restated reflect June 1986 stock split,"22,"
4528,ECUADOR BEGINS WORK ON OIL PIPELINE TO COLOMBIA Construction workers building 26 16 mile pipeline link Ecuador jungle oilfields pipeline Colombia Ecuadorean crude pumped Pacific Coast Ecuadorean energy minsitry officials They months 15 mln dlrs build pipeline Lago Agrio Ecuador Puerto Colon Colombia connection Colombian pipeline port Tumaco Colombia Pacific Ocean coast The Lago Agrio Puerto Colon pipeline designed transport 30 000 50 000 barrels day bpd Ecuadorean crude Colombian pipeline The Colombian pipeline Tumaco ample Ecuadorean crude It transporting 17 000 bpd 100 000 bpd capacity Ecuadorean energy ministry official The Ecuadorean crude reaching Tumaco shipped boat Ecuador refining oil products meet domestic demand The completion pipeline Ecuador resume production paralysed March earthquake night The tremor ruptured country main pipeline jungle oilfields Ecuadorean port Balao Pacific Ocean Ecuador pumping 260 000 bpd earthquake It months repair pipeline Balao government officials Ecuador estimates cost 145 150 mln dlrs repair oil installations damaged earthquake energy ministry Javier Espinosa,"18,"
2147,VOLCKER URGES QUICK AID TO DEBTOR NATIONS Federal Reserve Board Chairman Paul Volcker debtor nations progress laying groundwork economic growth solution debt difficulties endangered inaction financing There danger adequate financing arrangements negotiated timely Volcker told Senate Banking Committee The borrowing countries proceed confidence funds Brazil potential leading economic power difficult position Volcker He concerted effort regularize Brazil external payments The key prerequisite hands Brazilian authorities Both Brazil creditors strong incentive Volcker Regarding trade imbalances Volcker critically markets industrial nations In addition United States reduce budget deficit foreign nations provide stimulus domestic economies Volcker We time actions earlier depreciation effects,"85,"
4922,WESTRONIC INC lt WSTX YEAR LOSS Shr loss 1.13 dlr loss 2.04 dlrs Net loss 674 000 loss 016 000 Revs 894 000 464 000,"22,"
1335,WALL STREET STOCKS PUROLATOR COURIER lt PCC Purolator Courier Corp stock jumped 40 dlr share takeover offer Emery Air Freight Corp lt EAF traders Purolator trading 40 offer price The Emery offer tops 35 dlr share buyout agreement Hutton LBO Inc reached Purolator February 27 That offer expired Neither Hutton Purolator comment There speculation offer analyst,"1,"
3538,INVESTMENT FIRM RAISES CERTRON lt CRTN STAKE Louart Corp Los Angeles investment firm raised stake Certron Corp 237 000 shares 7.8 pct total outstanding common stock 164 000 shares 5.4 pct In filing Securities Exchange Commission Louart bought 73 000 Certron shares Sept March total 109 315 dlrs share It dealings Certron investment increase stake It plans seek control company,"1,"
3470,CAROLIN MINES lt CRLNF HAS NEW ASSAY RESULTS Carolin Mines Ltd assays tailings Hope British Columbia mine ounces gold ton ranged 0.64 0.50 There trace amounts platinum palladium company Carolin sharply disagreed earlier assay performed Intergold Inc ounce gold ton ounce platinum ton Carolin expects receive tests assays tailings weeks,"26,"
364,COCOA BUFFER DIFFERENTIALS DETAILED The International Cocoa Organization ICCO council agreed standard price differentials origin cocoas form buffer stock buying selling procedure consumer delegates The buffer stock manager accept offers origin cocoas sliding scale price differentials Ghana cocoa pegged 137 stg premium Malaysian Thus buffer stock manager buying cocoa based Malaysian price 200 stg tonne accept Ghana offers 337 stg Differentials fixed Country Differential stg tonne Malaysia Brazil 55 Ivory Coast 67 Cameroun 77 Nigeria 120 Togo 130 Ghana 137 Nigeria differential landed weight terms Shipping weight terms accepted 15 stg discount rate,"7,"
1946,FEBRUARY FOMC VOTES UNCHANGED MONETARY POLICY The Federal Open Market Committee February 10 11 meeting voted maintain existing degree reserve restraint minutes The FOMC issued asymmetric inter meeting policy directive possibility firmer easier policy The Committee set pct January March annualized growth target goal At prior meeting mid December FOMC set pct target November March The February FOMC pct Federal funds rate reference range policy meetings At telephone conference February 23 committee discussed implications decisions reached Paris intervention foreign exchange markets No conclusions contained minutes In inter meeting policy directive February FOMC reserve restraint lesser reserve restraint acceptable depending behavior aggregates account strength business expansion developments foreign exchange markets progress inflation conditions domestic international credit markets The February FOMC voted unchanged policy Thomas Melzer St Louis Federal Reserve Bank president favored tightening reserve conditions He strong growth bank loans November January firm federal funds rate prevailed extraordinary pace reserve growth He cited declines dollar Finally ahead Melzer potential rise inflationary expectations He believed prompt restraints avert substantial tightening Regarding inter meeting policy adjustments FOMC minutes policy implementation alert potential firming reserve conditions In view FOMC reserve restraint warranted monetary growth slow current expectations concurrent indications intensifying inflationary pressures background stronger economic data One indication potential price pressure tendency dollar weaken The minutes Melzer preferred directive contemplate easing weeks ahead However rule possibility slight easing inter meeting period view conditions move emerge The FOMC assumed future fluctuations dollar sufficient magnitude Fed economic projections In addition anticipated considerable progress reducing federal budget deficit,"48,"
524,CANADIAN WORLDWIDE ENERGY BUYS TRITON lt OIL UNIT lt Canadian Worldwide Energy Ltd acquired Triton Energy Corp wholly owned Canadian subsidiary Triton Petroleum Ltd issue 3.75 mln common shares Canadian Worldwide subject regulatory approvals The company transaction increase Triton Energy holding Canadian Worldwide 13.25 mln shrs 60 pct diluted 9.5 mln shares Triton Petroleum assets consist proven oil reserves 1.3 mln barrels exploratory acreage unspecified capital tax loss carryforward Canadian Worldwide optimistic Triton Petroleum Ltd acquisition strengthen financial production base permit acceleration conventional oil exploration program,"19,"
2632,BAKER lt BKO SUES TO FORCE HUGHES lt HT MERGER Baker International corp filed suit court Houston compel Hughes Tool Co complete proposed merger Baker Late yesterday Hughes terminated merger agreement Baker agree alternative divestiture plan devised Hughes Hughes board unacceptable Justice Department consent decree required broader divestitures Baker satisfactory explanation Hughes objections provisions Justice Department consent decree Hughes yesterday adjourned special meeting shareholders vote merger permitting counting votes deal Baker believes vote overwhelmingly favor merger Baker terms Hughes proposed merger alternative consent decree burdensome consent decree Baker divestitures consent decree reduce revenues combined company 65 mln dlrs pct Baker continue pursue divestitures units named consent decree It suit names defendants Hughes directors seeks injunction forcing Hughes live merger agreement substantial monetary damages Baker believes merger shareholders companies,"45, 79,"
5179,NEGOTIATORS DRAFT DETAILS OF NEXT RUBBER PACT Rubber producers consumers agreed week central elements international natural rubber pact started legal drafting future accord delegates Compromise issues blocking agreement reached United Nations conference accord replace current pact expires October The International Natural Rubber Agreement INRA expected formally Friday,"88, 85, 80,"
3625,HUGHES TOOL SAYS IT APPROVES REVISED TERMS FOR MERGER WITH BAKER INTERNATIONAL HUGHES TOOL SAYS IT APPROVES REVISED TERMS FOR MERGER WITH BAKER INTERNATIONAL,"1,"
3897,HARPER lt HPR GETS BID FROM HARCOURT lt HBJ Harper Row Publishers Inc received acquisition offer Harcourt Brace Jovanovich INc acquire Harper Row shares 50 dlrs share cash Harper proposal including concerns anti trust legal considerations On Monday Harper Row received surprise 34 dlr share bid investor Theodore Cross owner pct shares stock Harcourt offer step Harper directors shareholders reject bid Harper Harper board expressed strong determination remain independent publishing enterprise Harper New World Pictures shareholder requested copy Harper shareholder list soliciting proxies New World 30 800 shares total 4.4 mln shares Harper Row stock closed 33 rising yesterday Shareholders vote April shareholders rights plan designed thwart hostile takeovers Ivan Obolensky analyst investment banking Sterling Grace Co Harper Row remaining independent publishers list authors stretching 200 He company maintains copyrights estates deceased authors controls motion picture television rights stories And printing technologies editions profitable business Harcourt Brace list nature pay Obolensky But Harper Row plenty beef warrant 50 dlr bid,"1,"
5407,United Biscuits pretax profit 125.2 mln stg 102.2 mln 53 wks Jan United Biscuits pretax profit 125.2 mln stg 102.2 mln 53 wks Jan,"36, 41,"
5269,PLAINS lt PLNS POSTS RESERVES INCREASES Plains Resources Inc December 31 estimated proved oil gas reserves rose 27 pct 5.43 mln barrels 4.27 mln barrels proved developed reserves rose 16 pct mln barrels 3.45 mln barrels ago The company reserves oil gas reserves Houston Oil Fields Co agreed merge pending shareholder approval mid April If approved merger add 3.2 mln barrels company reserve base,"66, 52,"
1295,CHASE lt CMB BUYS BORG WARNER lt BOR UNIT Chase Manhattan Corp Chase Trans Info subsidiary Chase Manhattan Bank unit bought Borg Warner Corp Traffic Services business including Illinois processing center undisclosed sum Borg Warner Traffic Services freight bill pre audit payment services industry Borg Warner Acceptance Corp Chase Trans Info offers services largest provider services transportation industry,"4, 44,"
1235,MANUFACTURERS HANOVER lt MHC RAISES PRIME RATE Manufacturers Hanover Trust Co major bank increase prime rate pct matching move initiated yesterday Citibank Chase Manhattan The bank main subsidiary Manufacturers Hanover Corp rate effective,"35,"
6909,MAJOR NATIONS MUST ACT ON CURRENCIES MIYAZAWA Finance Minister Kiichi Miyazawa time major industrialised nations action exchange rates agreement month Paris In Paris Britain Canada France Japan And West Germany agreed coooperate hold currency rates current levels Miyazawa specific measures major nations told reporters measures discussed Paris The dollar fell record low yen morning piercing 150 yen barrier Asked major nations negotiating measures Miyazawa measures agreed Paris,"47,"
6253,CANADA NORTHWEST TO SELL PREFERRED SHARES lt Canada Northwest Energy Ltd reached agreement principle sell mln preferred shares private placement raise 32.5 mln dlrs oil gas exploration The 5.4 pct cumulative redeemable convertible series preferred shares flow shares entitling holders tax deductions claimed company The shares convertible anytime issue common shares equivalent conversion price 32.50 dlrs share After redeemable time company 25 dlrs share accrued dividends,"18,"
6863,AUSTRALIA OFFER WHEAT TO BANGLADESH Britain Australia offered total 129 250 tonnes wheat Bangladesh grants rising cereal prices support rural employment projects officials They 79 250 tonnes wheat promised Britain shipped week government Food Work program villages Under program workers building roads digging irrigation canals engaged rural development activities daily wages wheat money The 50 000 tonnes Australian wheat arrive Bangladesh month sold market operations designed price increases officials Prices rice wheat risen 15 pct month market sources But government expects prices fall wheat harvest month,"27,87,"
2042,API SAYS DISTILLATE GAS STOCKS OFF IN WEEK Distillate fuel stocks held primary storage fell 4.4 mln barrels week Feb 27 127.10 mln barrels 131.50 mln previous week American Petroleum Institute API In weekly statistical bulletin oil industry trade gasoline stocks fell 30 000 barrels 252.92 mln barrels revised 252.95 mln crude oil stocks rose 700 000 barrels 329.38 mln revised 328.68 mln It residual fuel stocks fell 380 000 barrels 38.04 mln 38.42 mln barrels API refinery runs week fell 12.17 mln barrels day revised 12.42 mln refinery operating capacity 78.1 pct revised 79.7 pct Crude oil imports week fell 3.98 mln bpd revised 4.22 mln API,"18,"
3743,THE RAYMOND CORP lt RAYM DECLARES QTLY DIV Qtly div 11 cts 11 cts prior Pay March 27 Record March 13,"22,"
5434,TAIWAN BUYS 462 000 TONNES OF MAIZE The joint committee Taiwan maize importers awarded contracts Companies supply total 462 000 tonnes maize delivery May 10 October 10 committee spokesman Cigra Inc won contract cargo 56 000 tonnes priced 79.41 Dlrs tonne fob pacific northwest port delivery July 20 Continental Grain Co New York received shipments totalling 143 000 tonnes price ranging 90.95 95.75 Dlrs tonne Taiwan delivery May 10 October 10 Cargill Inc Minnesota shipments totalling 83 000 tonnes priced 92.00 92.93 Dlrs tonne Taiwan September 20 September 10 25 delivery United Grain Corp Oregon won contracts supply 93 000 tonnes priced 92.32 93.19 Dlrs tonne Taiwan delivery May 10 July 30 Garnac Grain Co Inc New Jersey received shipments totalling 87 000 tonnes 88.90 92.29 dlrs Taiwan delivery July 10 August 10,"13,27,"
1420,HUNT MANUFACTURING CO lt HUN SETS PAYOUT Qtrly div 11 cts 11 cts Pay April 21 Record April 10,"87, 28,"
1886,UK MINISTER LOOKS TO EASE TENSION WITH JAPAN The government hopes breakthrough deadlock Japan trade policies week visit Tokyo Corporate Affairs Minister Michael Howard political sources Howard leaves Japan tomorrow told Reuters promote understanding trade issues visit Meanwhile Britain examine letter Japanese Prime Minister Yasuhiro Nakasone promising personal solving row firm bid win role Japan telecommunications market government sources Tensions risen Britain decision arm statutory powers Japanese financial institutions Britain reacted optimistically letter Nakasone Prime Minister Margaret Thatcher signal ensuring satisfactory outcome bid launched Cable Wireless Plc government officials But view clouded reports Tokyo Nakasone assurances constituted politeness British anger,"85,"
4848,DIGITECH INC lt DGTC 1ST QTR JAN 31 NET Shr cts cts Net 270 000 212 000 Revs 858 000 420 000 Avg shrs 16 817 618 12 507 671,"77,"
236,swiss national bank bought dollars yen swiss national bank bought dollars yen,"20,47,"
4345,ALUSUISSE lt ALUZ YEAR 1986 Net Loss 688 mln Swiss francs Loss 756 mln Gross sales 5.93 billion 8.51 billion Operating income 198 mln francs 256 mln Net extraordinary charges 592 mln 472 mln Note Company plans 50 pct capital reduction banks convert 300 mln francs credit facilities subordinated loans No plans capital increase Company Schweizerische Aluminium AG,"8,"
5028,HEATING OIL FUTURES UP SHARPLY IN APRIL supply shortage oil New York prompt delivery boosted April heating oil contract energy futures traders Crude oil futures gasoline futures lagged April heating oil 1.24 cts 51.65 cts gallon April crude settled 28 cts 18.64 dlrs The rally led spot month heating oil contract move tigtened prompt deliveries New York Harbor James Ritterbusch vice president Paine Webber Inc Chicago April gasoline 0.28 cent 53.15 cts gallon Ritterbusch market support report Middle East Economics Survey OPEC oil output 14 mln barrels day week March There lot sell market belief OPEC Richard Redoglia broker Merrill Lynch Futures Inc Redoglia Ritterbusch April heating oil continue rally 53 cts gallon crude futures test 19 dlrs barrel profit stunts move,"30,"
6078,CSCE PUTS ADDITIONAL MARGIN ON JULY COFFEE An additional margin 000 dlrs required July 1987 delivery coffee contracts trade Monday March 23 Coffee Sugar Cocoa Exchange CSCE The March contract trading week May July spot unlimited contract months week Members minimum 500 dlrs net net short positions May July contracts including 500 original margin additional 000 dlr spot charge,"10,"
2856,TALKING POINT PIEDMONT lt PIE Carl Icahn bold takeover bid USAir Group lt clouded fate Piedmont Aviation Inc courted USAir Yesterday Icahn Transworld Airlines Inc lt TWA 1.4 billion dlr offer USAir Group The move complicated USAir takeover offer Piedmont believed close accepting bid Today USAir rejected Icahn 52 dlr share offer bid minute effort interfere takeover Piedmont Icahn unavailable comment Piedmont fell 68 volume 963 000 TWA 31 USAir fell 47 doubt spread Analysts market sources view TWA bid attempt trigger counter offer USAir attract suitor airlines merged The move Icahn starts tender offer Piedmont USAir deal speculated arbitrager Some arbitragers risk current price Piedmont USAir bid succeed Piedmont largest shareholder suitor Norfolk Southern Corp lt NSC offered 65 dlrs share company USAir offered 71 dlrs cash share half Piedmont stock 73 dlrs share stock balance Some arbitragers depressed price Piedmont offers buying opportunity airline destined acquired USAir bought Icahn talked consolidation airline industry offered USAir alternative airline combination including TWA Piedmont But Wall Street credibility Icahn offer lacked financing riddled contingencies Still succeeded holding merger airlines analysts fit TWA You discount arbitrager Analysts Icahn prove threats offer In offer USAir Icahn threatened directly shareholders 51 pct stock lower price USAir rejected offer It Icahn sell bluffing arbitrager Analysts 52 dlr share offer underpriced dlrs share Some analysts Icahn proposed airline combination insurmountable regulatory hurdles cleared companies acquired separately TWA surviving company deal analyst Analysts merger costly complicated TWA cost structure Icahn succeeded winning concessions unions In carriers TWA wage scale merger TWA surviving entity analysts Such move free Icahn TWA They skill reducing Ozark Airlines costs merged TWA ingredient merger However analysts speculated managements Piedmont USAir tolerate Icahn head company They USAir acquisition TWA exit company USAir airline merged TWA,"61, 37, 5,"
3366,UAW SAYS IT BACK CHRYSLER lt AMC lt AMO MERGER The United Auto Workers lt UAW union supports Chrysler Corp proposal buy American Motors Corp creating match secure future workers companies We served Chrysler family committed happen UAW president Owen Bieber vice president Marc Stepp statement We Chrysler purchase logical sound step concerned union The UAW negotiating AMC carmaker demand economic concessions covering workers Wisconsin operations AMC cease vehicle production Kenosha Wisconsin assembly plant 1989,"1,"
6096,ATICO FINANCIAL CORP lt ATFC 4TH QTR NET Shr 30 cts 5.92 dlrs Net 142 000 16.0 mln Revs 10.6 mln 24.2 mln Year Shr 90 cts 6.20 dlrs Net 320 000 16.9 mln Revs 45.00 mln 26.2 mln NOTE 1986 4th qtr yr amounts acquisition 98.8 pct common Atico Peninsula Federal Savings Loan Association January 24 1986 1985 4th qtr yr net net gain 15.9 mln dlrs 5.86 dlrs share exchange common Pan America Banks Inc common NCNB Corp purusant merger companies,"42, 32,"
3988,GUS MAKES 8.2 MLN STG AGREED OFFER FOR PANTHERELLA Great Universal Stores Plc lt GUS agreed offer lt Pantherella Plc valuing company 8.2 mln stg Pantherella ordinary share 205 pence The offer based voting ordinary shares GUS 95.16 stg 100 ordinary Pantherella The GUS shares receive pence share interim dividend respect March 1987 statement GUS received irrevocable undertakings accept offer respect 39.1 pct Pantherella shares company directors families The Pantherella board estimates company manufactures socks 1986 pretax profit 690 000 stg,"5, 85,"
3528,WORLD BANK REPORT CRITICISES PERU ECONOMIC PLAN confidential World Bank report Peruvian economy government strategy offer prospects medium term growth lead renewal inflationary pressure The report published economic monthly The Peru Report success president Alan Garcia government stimulating output achieve growth gross domestic product pct represents gains short term expense Government officials comment report advised reduction size public investment program emphasis preservation Peru export potential The report government succeeded cutting inflation 250 pct half 1985 70 pct stabilisation reactivation program encountering rising difficulties An renewal inflationary pressures linked monetary expansion exchange rate devaluation easing price controls appears improbable The bank report government policies reduced inflation short term increases consumption apparent cost price distortions overvaluation currency balance payments disequilibrium reserve losses sharply diminished creditworthiness It government action competitive exchange rate control public sector deficit probability government eventually resort drastic curtailment domestic demand sharp devaluation controls imports stem inflation support balance payments It bank emphasis preservation peru export potential external links economic efficiency The government incentive policies mining petroleum sectors main traditional exports suggested accord priority economic viability,"16,25,47,"
6849,MAJOR NATIONS MUST ACT ON CURRENCIES MIYAZAWA Finance Minister Kiichi Miyazawa time major industrialised nations action exchange rates agreement month Paris In Paris Britain Canada France Japan And West Germany agreed coooperate hold currency rates current levels Miyazawa specific measures major nations told reporters measures discussed Paris The dollar fell record low yen morning piercing 150 yen barrier,"12, 14, 34,"
930,HANSON TRUST lt HAN SELLS UNIT Reichhold Chemicals Inc purchased PCR Inc Hanson Trust PLC SCM Corp subsidiary It Jacksonville Fla businessman Jack Demetree managers PCR Reichhold modest cash investment PCR performance materials variety industries,"1,"
5582,MAY DEPARTMENT STORES CO RAISES DIVIDEND TO 28 CTS FROM 26 CTS SHARE MAY DEPARTMENT STORES CO RAISES DIVIDEND TO 28 CTS FROM 26 CTS SHARE,"22,"
6197,GLAMIS GOLD LTD lt GLGVF SIX MTHS DEC 31 NET Shr 16 cts 22 cts Net 226 597 327 016 Revs 598 580 921 828,"22,"
3595,SAUDI ARABIA REITERATES COMMITMENT TO OPEC ACCORD Saudi Arabian Oil Minister Hisham Nazer reiterated kingdom commitment December OPEC accord boost oil prices stabilize market official Saudi Press Agency SPA Asked agency fall free market oil prices Nazer Saudi Arabia adhering ... accord sell oil prices pronounced prices circumstance Saudi Arabia main architect December pact OPEC agreed cut total oil output ceiling 7.25 pct return fixed prices 18 dollars barrel,"65, 83, 14,"
5235,ALLWASTE lt ALWS TO BUY RELATED COMPANY Allwaste Inc entered agreement principle acquire outstanding common air moving industrial services company It disclose company Allwaste preforms air moving services swap shares common valued 2.6 mln dlrs company acquiring It acquisition subject negotiation final agreement,"1,"
6266,KEATING SEES LOWER AUSTRALIAN CURRENT DEFICIT Australian Treasurer Paul Keating expects country 1986 87 current account deficit billion dlrs lower 14.7 billion forecast August budget Keating told financiers dinner February 750 mln dlr deficit January 1.23 billion groove government expectations We bring current account 14 billion billion dollars forecast budget Keating lower current account deficit ... And fall proportion GDP Australia posted 13.82 billion dlr current account deficit 1985 86 Keating monthly figures encouraging trend Keating government maintain responsible economic management drawn election time stabilise Australia 80 billion dlr foreign debt We build import competing sector We rebuild capital structure We rebuild culture productivity manufacturing Keating foundation transition economy laid floating Australian dollar continued wage restraint deregulation The Government follow spending cuts economic statement May 14,"4,85,"
3592,KOREA PLANS TO OPEN MARKETS TO EASE WON PRESSURE South Korea market cut trade surplus And fight pressure revalue won dollar government spokesman The spokesman Korean trade minister Rha Woong Bae stand Washington yesterday pressure industrial nations revalue won underlined government determination stand firm Rha told Chamber Commerce Demands Korea carry drastic sudden currency revaluation 10 pct extremely ill advised Deputy prime minister Kim Mahn Je told meeting local businessmen The government policy question revaluing won maintain steadfast position Kim South Korea ready move slowly raise won heavy foreign debt stood 44.5 billion dlrs 1986 Six industrialised nations agreed Paris month newly industrialising countries South Korea Taiwan currencies But local businessmen won dollar parity reached crisis level An official Korea Traders Association KTA won strengthened pct loss profitability half South Korean exporters We determined Latin American debtor nations suspended payments debts spokesman The record maintain exports .+ The trade minister yesterday Seoul revalue won suddenly Korea tremendous trade deficit degenerate country developing countries reneging international obligations The spokesman South Korea gradually appreciating currency ruling major revaluation So won 0.8 pct dollar 3.34 pct revaluation 1986 He South Korea selecting 122 items Washington Seoul lower tariffs narrow trade surplus No details Seoul announced January lifting bans 158 items including sensitive agricultural products cars effective July South Korea posted current account surplus trade surplus Of 7.1 billion dlrs 4.3 billion deficit 1985 It earlier forecast current account surplus reach billion dlrs But government official surplus held billion dlrs avoid pressure industrialised nations push currency,"81, 47,"
63,AND INDUSTRIES INC lt PFINA 4TH QTR NET Oper shr 16 cts 29 cts Oper net 453 924 726 816 Revs 12.0 mln 11.2 mln Avg shrs 695 206 562 160 Year Oper shr 50 cts 50 cts Oper net 365 655 268 847 Revs 40.1 mln 33.1 mln Avg shrs 695 206 562 160 NOTE Net excludes tax credits 571 000 dlrs 496 000 dlrs quarter 347 000 dlrs 107 000 dlrs Share adjusted reverse split October 1986,"22,"
6403,COOK lt CCF TO POST LOSS SELL STAKE Cook United INc expects report loss loss 16 mln dlrs extraordinary credit 44 mln dlrs Chapter 11 reorganization sales 217 mln dlrs January 31 1987 For 1986 Cook reported loss 30.8 mln dlrs sales 257 mln dlrs prior Cook preliminary talks private investors buy stock position provide Cook additional cash assist posture negotation banks Cook negotiating bank lenders private sources borrowing facility relieve current capital requirements Cook believes reasons losses OCtober identified recurring Shutting 12 unprofitable stores November effectuated cost controls improved merchandising It anticipates turnaround contine profitability restored Cook operates total 29 stores,"1,22,"
2192,MICKELBERRY CORP lt MBC SETS QTLY PAYOUT Qtly div cts cts prior Pay March 31 Record March 13,"22,"
1929,lt DREYFUS BONDS PLUS INC MONTHLY PAYOUT Mtly div 10.4 cts 10.8 cts prior Paid April Record March 31,"22,"
5103,JAPAN FOREIGN SHIPBUILDING ORDERS RISE IN FEBRUARY New foreign shipbuilding received Japanese yards February rose vessels totalling 329 999 gross tons ships 79 499 tons January Japan Ship Exporters Association This compared ships 125 150 gross tons earlier association official The backlog February 157 ships 4.41 mln gross tons 161 ships 4.39 mln month earlier 265 vessels 6.81 mln earlier association official,"72,"
5115,FRENCH PAYMENTS SURPLUS SHRINKS IN JANUARY France current account payments surplus slipped provisional 300 mln francs seasonally adjusted January downward revised surplus 3.8 billion December Finance Ministry The December figure revised provisional 4.8 billion franc surplus reported month ago On unadjusted basis January payments 5.2 billion franc deficit revised 7.1 billion December surplus The December unadjusted surplus revised provisional 8.2 billion The Ministry trade measured balance payments criteria unadjusted 7.1 billion franc January deficit services 3.7 billion surplus Other items including unilateral transfers 1.8 billion deficit The current account adjusted surplus 6.1 billion francs January unadjusted deficit billion The 1986 current account surplus reported month 25.8 billion francs,"80, 84,"
